7,755
14,Other
15,668
20,20
22,22
23,22
24,23
25,23
26,22
27,23
28,22
29,22
35,22
36,22
38,22
39,22
40,22
41,706
49,706
50,706
55,706
57,706
58,706
59,59
61,59
62,59
64,59
65,59
66,706
69,706
73,668
74,74
75,74
76,74
77,77
78,78
79,79
80,79
82,79
83,79
84,79
88,88
89,89
90,74
91,91
93,74
94,94
95,94
96,94
97,94
98,829
99,74
112,20
113,74
114,Other
115,436
116,116
117,116
119,119
120,120
121,787
122,787
123,787
124,787
125,125
126,125
127,125
128,682
129,129
130,Other
131,131
134,134
138,Other
141,Other
144,Other
149,Other
150,Other
152,Other
155,Other
156,Other
158,Other
159,Other
162,Other
170,Other
172,Other
173,Other
174,Other
176,Other
177,Other
178,178
179,20
180,20
181,20
182,Other
183,Other
184,Other
185,Other
186,697
187,697
188,Other
190,190
191,191
192,681
193,193
194,681
195,681
196,681
197,681
200,200
201,200
202,Other
203,203
204,203
205,203
208,203
209,209
212,212
213,200
214,200
215,200
219,552
220,552
221,Other
223,Other
226,212
228,Other
229,Other
229,Other
230,Other
231,Other
233,Other
235,Other
237,Other
239,Other
240,Other
241,Other
243,Other
244,459
248,755
250,269
252,252
253,754
256,522
257,522
258,521
259,798
260,522
261,522
263,287
266,269
267,269
268,269
269,269
270,269
271,269
273,273
274,269
276,276
277,732
278,732
279,732
280,755
281,281
282,Other
283,Other
284,Other
285,Other
286,Other
287,287
288,287
289,287
290,290
291,290
294,294
295,295
296,295
297,295
298,295
299,295
300,Other
301,287
302,287
303,287
304,287
305,287
306,306
307,307
308,287
311,311
312,312
313,312
314,312
315,312
316,312
317,312
319,319
321,798
322,Other
323,330
324,672
325,Other
326,326
327,327
328,326
329,330
330,330
331,331
332,Other
333,331
334,330
335,335
336,335
337,335
338,338
339,335
340,330
341,330
343,330
344,330
345,345
346,346
347,347
348,345
349,345
350,290
351,Other
352,352
353,345
354,354
356,Other
357,Other
358,Other
359,200
362,362
363,362
364,362
366,362
367,367
368,362
369,369
372,Other
374,668
377,668
378,668
379,668
384,384
385,Other
386,706
390,755
391,754
392,755
393,Other
394,754
400,400
401,401
402,668
403,Other
404,404
405,Other
406,400
407,407
408,400
409,400
410,Other
413,667
414,667
415,415
416,416
419,Other
420,Other
421,362
424,Other
425,425
426,426
427,427
428,428
430,Other
431,Other
433,552
434,434
435,Other
436,436
437,436
440,Other
441,Other
444,444
446,Other
449,Other
451,Other
453,1188
454,665
455,755
456,909
457,908
459,459
460,755
466,119
467,682
470,470
471,Other
472,Other
473,Other
474,Other
476,476
477,Other
478,697
480,Other
488,668
489,Other
493,668
494,494
497,200
501,Other
502,502
506,Other
507,Other
514,Other
520,269
521,521
522,522
523,522
524,Other
525,668
526,312
530,552
532,532
538,200
539,552
540,200
544,755
548,200
549,522
550,209
551,863
552,552
562,Other
565,565
573,Other
588,Other
590,763
597,Other
598,200
601,601
602,Other
603,287
606,20
610,610
611,611
612,Other
613,613
614,311
617,617
620,287
621,Other
624,77
625,Other
626,Other
627,913
636,755
638,862
639,639
640,640
641,74
642,668
643,91
644,116
645,287
646,345
647,863
648,269
649,345
650,436
653,Other
656,Other
657,Other
662,662
663,662
664,Other
665,665
667,667
668,668
669,669
670,670
671,Other
672,672
674,674
675,Other
676,Other
680,190
681,681
682,682
683,Other
684,Other
686,Other
687,Other
688,Other
689,362
690,Other
691,Other
693,Other
694,Other
696,Other
697,697
698,670
703,Other
704,704
705,Other
706,706
707,Other
708,Other
710,Other
732,732
733,Other
749,Other
754,754
755,755
756,755
757,Other
758,Other
759,916
760,916
761,763
762,763
763,763
764,667
765,667
766,732
770,770
771,Other
772,772
773,400
774,770
775,772
776,776
777,Other
778,Other
779,400
780,327
782,Other
783,670
784,565
786,119
787,787
788,119
789,770
790,Other
791,Other
792,Other
794,Other
798,798
799,Other
804,863
805,119
806,119
807,Other
820,662
821,662
822,119
823,119
824,824
825,119
826,672
828,362
829,829
830,829
832,667
833,667
834,834
835,835
836,287
837,Other
838,838
839,Other
841,Other
842,Other
843,843
862,862
863,863
908,908
909,909
910,672
911,Other
912,Other
913,913
915,913
916,916
917,917
918,918
920,920
921,Other
922,922
923,Other
924,924
925,346
926,Other
927,668
939,862
940,Other
941,Other
942,863
943,Other
1004,732
1007,Other
1021,1021
1022,269
1023,Other
1024,Other
1025,Other
1037,Other
1039,697
1068,Other
1083,Other
1088,662
1104,Other
1125,Other
1126,Other
1173,20
1176,Other
1188,1188
1189,668
1190,Other
1191,Other
1204,330
1220,Other
1222,Other
1230,Other
1231,Other
1232,667
1233,667
1236,1236
1240,327
1241,330
1242,Other
1244,Other
1246,400
1247,Other
1250,Other
1254,697
1258,212
1263,Other
1270,Other
1275,Other
1283,Other
1284,1284
1285,20
1286,20
1287,20
1288,20
1289,20
1295,200
1299,287
1300,203
1313,Other
1321,1321
1325,770
1327,668
1331,668
1332,Other
1333,1333
1336,94
1342,212
1357,Other
1385,346
1386,59
1389,704
1390,287
1391,287
1392,287
1393,287
1394,287
